order_id,order_date,customer_id,segment,region,category,sub_category,product_id,quantity,sales,discount,profit,shipping_cost
ORD-000312,2024-04-26,CUST-00484,Corporate,West,Office Supplies,Binders,SKU-OFF-797,7,317.97,0.1,21.62,31.57
ORD-000753,2024-04-26,CUST-00472,Consumer,Central,Furniture,Tables,SKU-FUR-635,1,180.49,0.0,27.94,15.07
ORD-000955,2024-04-26,CUST-00960,Consumer,West,Office Supplies,Binders,SKU-OFF-485,1,526.18,0.1,77.08,19.81
ORD-000465,2024-04-26,CUST-00197,Consumer,East,Furniture,Bookcases,SKU-FUR-835,7,62.86,0.0,23.07,35.76
ORD-004942,2024-04-26,CUST-00262,Consumer,Central,Office Supplies,Paper,SKU-OFF-260,4,259.39,0.0,66.05,37.46
ORD-004096,2024-04-27,CUST-00732,Corporate,North,Office Supplies,Labels,SKU-OFF-859,1,310.27,0.05,66.97,7.41
ORD-005827,2024-04-27,CUST-01097,Consumer,West,Technology,Printers,SKU-TEC-161,6,245.05,0.05,28.8,42.52
ORD-003750,2024-04-27,CUST-01190,Corporate,West,Technology,Accessories,SKU-TEC-433,5,247.47,0.15,29.16,43.73
ORD-002757,2024-04-27,CUST-01134,Corporate,East,Furniture,Storage,SKU-FUR-505,2,213.18,0.3,-31.9,12.54
ORD-005923,2024-04-27,CUST-00610,Home Office,North,Furniture,Tables,SKU-FUR-264,3,371.38,0.05,-29.36,35.7
ORD-004255,2024-04-27,CUST-00483,Corporate,North,Furniture,Tables,SKU-FUR-329,5,224.87,0.2,7.75,34.27
ORD-002502,2024-04-27,CUST-00142,Consumer,Central,Technology,Printers,SKU-TEC-499,7,431.28,0.05,181.37,37.53
ORD-000350,2024-04-27,CUST-01059,Consumer,North,Office Supplies,Art,SKU-OFF-462,5,123.03,0.15,6.24,21.21
ORD-004686,2024-04-27,CUST-00465,Consumer,South,Technology,Phones,SKU-TEC-463,1,84.25,0.0,30.25,18.35
ORD-005610,2024-04-27,CUST-01028,Consumer,South,Technology,Accessories,SKU-TEC-578,4,229.88,0.0,30.31,19.5
ORD-005159,2024-04-27,CUST-00441,Consumer,Central,Furniture,Storage,SKU-FUR-334,7,224.18,0.2,6.71,34.56
ORD-003958,2024-04-28,CUST-00281,Consumer,South,Furniture,Tables,SKU-FUR-187,2,516.69,0.2,53.73,11.41
ORD-001723,2024-04-28,CUST-00400,Home Office,South,Technology,Printers,SKU-TEC-191,5,252.23,0.05,40.78,8.41
ORD-000868,2024-04-28,CUST-00365,Consumer,West,Office Supplies,Labels,SKU-OFF-877,7,74.72,0.0,3.57,9.72
ORD-002788,2024-04-28,CUST-00130,Consumer,South,Office Supplies,Paper,SKU-OFF-773,5,333.75,0.0,26.97,16.72
ORD-003471,2024-04-28,CUST-01088,Consumer,West,Technology,Phones,SKU-TEC-191,3,540.47,0.1,165.87,14.43
ORD-003142,2024-04-28,CUST-00019,Corporate,North,Technology,Phones,SKU-TEC-201,3,305.37,0.0,42.71,26.84
ORD-004226,2024-04-28,CUST-00833,Corporate,East,Office Supplies,Binders,SKU-OFF-193,1,155.49,0.15,16.28,10.32
ORD-001334,2024-04-28,CUST-00675,Consumer,West,Office Supplies,Labels,SKU-OFF-185,1,221.65,0.1,40.86,30.01
ORD-000938,2024-04-28,CUST-00731,Corporate,North,Technology,Printers,SKU-TEC-949,7,164.28,0.05,1.12,33.13
ORD-003878,2024-04-29,CUST-00445,Home Office,North,Office Supplies,Paper,SKU-OFF-304,7,298.22,0.2,-20.93,9.12
ORD-002270,2024-04-29,CUST-00346,Corporate,East,Furniture,Tables,SKU-FUR-467,5,215.45,0.1,17.73,44.08
ORD-001880,2024-04-29,CUST-00682,Consumer,West,Office Supplies,Labels,SKU-OFF-358,6,275.95,0.1,42.57,34.95
ORD-002833,2024-04-29,CUST-00735,Consumer,South,Technology,Phones,SKU-TEC-981,5,146.62,0.05,15.59,27.42
ORD-001569,2024-04-29,CUST-00654,Consumer,Central,Office Supplies,Art,SKU-OFF-881,1,176.69,0.2,22.47,24.13
ORD-003090,2024-04-29,CUST-00515,Consumer,West,Office Supplies,Art,SKU-OFF-202,2,341.48,0.05,67.49,17.76
ORD-000617,2024-04-29,CUST-00883,Corporate,Central,Technology,Accessories,SKU-TEC-422,1,107.46,0.05,18.3,8.73
ORD-002941,2024-04-29,CUST-00248,Home Office,North,Technology,Laptops,SKU-TEC-840,5,223.19,0.1,80.36,28.03
ORD-005840,2024-04-30,CUST-00456,Consumer,East,Technology,Laptops,SKU-TEC-525,6,161.47,0.1,17.92,43.59
ORD-002767,2024-04-30,CUST-00672,Corporate,East,Technology,Phones,SKU-TEC-479,7,111.54,0.0,19.8,25.24
ORD-001348,2024-04-30,CUST-00645,Corporate,North,Furniture,Chairs,SKU-FUR-298,1,129.76,0.15,3.42,15.51
ORD-005814,2024-04-30,CUST-00049,Consumer,West,Furniture,Bookcases,SKU-FUR-448,2,183.78,0.2,5.96,13.35
ORD-001422,2024-04-30,CUST-00488,Home Office,Central,Office Supplies,Paper,SKU-OFF-245,4,341.16,0.05,7.29,16.58
ORD-004106,2024-04-30,CUST-00700,Corporate,North,Office Supplies,Paper,SKU-OFF-914,7,343.78,0.05,63.01,41.21
ORD-004015,2024-05-01,CUST-00989,Home Office,East,Furniture,Chairs,SKU-FUR-816,1,160.98,0.05,32.0,27.27
ORD-002779,2024-05-01,CUST-00896,Home Office,East,Furniture,Storage,SKU-FUR-845,7,148.01,0.3,-2.38,35.71
ORD-000008,2024-05-01,CUST-01126,Corporate,North,Furniture,Tables,SKU-FUR-545,4,195.06,0.1,3.64,19.62
ORD-004434,2024-05-01,CUST-01053,Corporate,East,Technology,Printers,SKU-TEC-820,7,450.91,0.2,90.53,18.13
ORD-004751,2024-05-01,CUST-00557,Consumer,North,Technology,Accessories,SKU-TEC-587,6,109.49,0.0,11.75,11.92
ORD-002805,2024-05-01,CUST-01142,Corporate,North,Furniture,Bookcases,SKU-FUR-245,5,295.32,0.0,0.61,28.44
ORD-002161,2024-05-01,CUST-00284,Consumer,Central,Furniture,Storage,SKU-FUR-420,6,327.38,0.15,22.3,15.09
ORD-005207,2024-05-01,CUST-01130,Consumer,East,Furniture,Storage,SKU-FUR-455,6,94.79,0.15,9.78,27.63
ORD-002093,2024-05-01,CUST-01090,Consumer,East,Technology,Laptops,SKU-TEC-696,3,285.66,0.05,99.37,9.0
ORD-001631,2024-05-01,CUST-00201,Consumer,West,Technology,Printers,SKU-TEC-230,4,148.83,0.3,7.59,8.47
ORD-001038,2024-05-02,CUST-01001,Consumer,North,Technology,Laptops,SKU-TEC-972,7,70.09,0.1,6.71,21.63
ORD-004535,2024-05-02,CUST-00976,Consumer,South,Technology,Laptops,SKU-TEC-828,6,286.51,0.0,51.98,43.46
ORD-002207,2024-05-02,CUST-00793,Consumer,North,Office Supplies,Labels,SKU-OFF-553,5,168.94,0.0,14.28,35.39
ORD-004921,2024-05-02,CUST-00166,Consumer,South,Technology,Phones,SKU-TEC-338,4,394.16,0.0,80.78,38.61
ORD-000537,2024-05-02,CUST-00951,Consumer,East,Furniture,Tables,SKU-FUR-181,2,361.07,0.1,-28.78,43.5
ORD-000430,2024-05-02,CUST-00767,Consumer,North,Furniture,Storage,SKU-FUR-687,4,404.91,0.1,4.07,35.73
ORD-001003,2024-05-02,CUST-00866,Corporate,Central,Furniture,Bookcases,SKU-FUR-731,5,264.59,0.15,19.73,22.71
ORD-000980,2024-05-02,CUST-00629,Corporate,West,Technology,Laptops,SKU-TEC-348,6,317.36,0.05,22.08,10.09
ORD-002075,2024-05-02,CUST-00995,Consumer,West,Office Supplies,Labels,SKU-OFF-285,1,236.83,0.0,39.53,13.07
ORD-005761,2024-05-02,CUST-00705,Consumer,South,Technology,Printers,SKU-TEC-839,2,105.96,0.1,10.42,33.29
ORD-000351,2024-05-02,CUST-00444,Consumer,South,Office Supplies,Paper,SKU-OFF-755,1,293.89,0.1,23.94,26.15
ORD-004241,2024-05-02,CUST-01148,Corporate,North,Technology,Printers,SKU-TEC-132,4,141.54,0.1,29.71,20.11
ORD-003336,2024-05-03,CUST-00884,Consumer,South,Office Supplies,Labels,SKU-OFF-362,3,189.75,0.05,22.28,8.07
ORD-003074,2024-05-03,CUST-00473,Consumer,East,Furniture,Bookcases,SKU-FUR-751,7,329.6,0.2,80.68,7.13
ORD-004961,2024-05-03,CUST-00256,Consumer,West,Office Supplies,Binders,SKU-OFF-695,2,97.81,0.1,8.07,9.32
ORD-002355,2024-05-03,CUST-00160,Corporate,Central,Office Supplies,Paper,SKU-OFF-388,7,122.21,0.05,5.98,39.61
ORD-003348,2024-05-03,CUST-01128,Consumer,Central,Furniture,Tables,SKU-FUR-623,4,442.99,0.05,73.23,27.66
ORD-002123,2024-05-03,CUST-00866,Consumer,Central,Office Supplies,Labels,SKU-OFF-943,2,100.16,0.3,-1.49,36.97
ORD-005437,2024-05-03,CUST-00401,Corporate,East,Technology,Phones,SKU-TEC-353,3,199.82,0.0,64.9,38.07
ORD-003351,2024-05-03,CUST-00727,Consumer,Central,Office Supplies,Art,SKU-OFF-499,2,98.96,0.1,18.23,29.7
ORD-004977,2024-05-03,CUST-00251,Consumer,Central,Technology,Printers,SKU-TEC-241,7,173.66,0.1,32.49,19.09
ORD-005041,2024-05-04,CUST-00068,Consumer,North,Office Supplies,Paper,SKU-OFF-153,4,130.42,0.0,2.41,38.85
ORD-002938,2024-05-04,CUST-00047,Consumer,South,Technology,Phones,SKU-TEC-457,2,207.86,0.0,65.42,17.24
ORD-004387,2024-05-04,CUST-00931,Consumer,South,Technology,Printers,SKU-TEC-681,5,889.43,0.15,163.75,40.59
ORD-005144,2024-05-04,CUST-00813,Corporate,West,Technology,Laptops,SKU-TEC-800,3,210.58,0.1,27.58,26.99
ORD-004390,2024-05-04,CUST-00439,Consumer,North,Technology,Phones,SKU-TEC-442,4,308.18,0.0,111.77,37.71
ORD-001871,2024-05-05,CUST-00403,Home Office,East,Furniture,Chairs,SKU-FUR-325,2,278.49,0.2,23.76,35.65
ORD-002453,2024-05-05,CUST-00918,Consumer,North,Technology,Laptops,SKU-TEC-646,6,693.16,0.15,29.92,35.05
ORD-005724,2024-05-05,CUST-00811,Consumer,North,Furniture,Tables,SKU-FUR-334,4,247.6,0.0,53.0,13.08
ORD-000726,2024-05-05,CUST-00153,Corporate,East,Office Supplies,Paper,SKU-OFF-366,1,273.34,0.0,52.12,36.48
ORD-002490,2024-05-05,CUST-00719,Home Office,North,Furniture,Storage,SKU-FUR-809,5,77.94,0.05,18.56,30.94
ORD-004328,2024-05-05,CUST-00484,Consumer,Central,Furniture,Tables,SKU-FUR-204,3,427.32,0.2,-7.18,28.54
ORD-001877,2024-05-05,CUST-00545,Consumer,North,Technology,Phones,SKU-TEC-944,5,198.46,0.0,49.97,14.84
ORD-002019,2024-05-05,CUST-00167,Consumer,West,Office Supplies,Art,SKU-OFF-196,1,492.38,0.15,32.37,15.9
ORD-000106,2024-05-05,CUST-00569,Consumer,East,Office Supplies,Art,SKU-OFF-370,5,223.93,0.05,64.46,12.78
ORD-000648,2024-05-05,CUST-00738,Corporate,East,Office Supplies,Art,SKU-OFF-196,1,62.19,0.05,15.45,14.99
ORD-000630,2024-05-05,CUST-00982,Consumer,West,Furniture,Bookcases,SKU-FUR-249,7,94.14,0.0,9.86,21.58
ORD-004957,2024-05-05,CUST-00684,Consumer,North,Furniture,Storage,SKU-FUR-477,4,106.67,0.2,0.03,29.24
ORD-002891,2024-05-05,CUST-00097,Consumer,Central,Technology,Laptops,SKU-TEC-349,2,100.76,0.15,5.14,28.83
ORD-003798,2024-05-05,CUST-00722,Consumer,East,Furniture,Bookcases,SKU-FUR-153,1,116.99,0.2,7.48,26.32
ORD-001131,2024-05-05,CUST-00885,Corporate,East,Office Supplies,Art,SKU-OFF-457,2,170.8,0.3,-16.77,41.27
ORD-005241,2024-05-06,CUST-00113,Consumer,North,Furniture,Tables,SKU-FUR-592,1,147.85,0.1,10.06,23.66
ORD-002468,2024-05-06,CUST-00990,Consumer,North,Office Supplies,Labels,SKU-OFF-287,4,134.55,0.05,14.46,39.17
ORD-002338,2024-05-06,CUST-00882,Consumer,South,Office Supplies,Art,SKU-OFF-468,3,712.95,0.0,68.72,39.55
ORD-001713,2024-05-06,CUST-00044,Corporate,East,Technology,Printers,SKU-TEC-655,4,301.72,0.0,33.85,29.89
ORD-005635,2024-05-06,CUST-01096,Consumer,West,Office Supplies,Labels,SKU-OFF-535,5,203.87,0.2,-13.65,22.2
ORD-002081,2024-05-06,CUST-01079,Consumer,West,Technology,Printers,SKU-TEC-702,4,209.3,0.0,41.11,39.71
ORD-001671,2024-05-06,CUST-00738,Consumer,South,Technology,Accessories,SKU-TEC-292,7,186.7,0.0,46.02,10.32
ORD-005829,2024-05-07,CUST-00114,Consumer,South,Furniture,Tables,SKU-FUR-441,6,80.13,0.2,7.74,8.47
ORD-001541,2024-05-07,CUST-01155,Consumer,South,Technology,Accessories,SKU-TEC-448,3,48.45,0.0,8.39,29.95
ORD-005943,2024-05-07,CUST-00650,Consumer,South,Furniture,Storage,SKU-FUR-680,5,427.63,0.2,-44.16,6.54
ORD-002316,2024-05-07,CUST-00966,Home Office,East,Furniture,Bookcases,SKU-FUR-707,7,458.11,0.15,50.47,13.13
ORD-000257,2024-05-07,CUST-00737,Consumer,West,Technology,Printers,SKU-TEC-189,6,246.56,0.1,31.12,6.72
ORD-000024,2024-05-07,CUST-00884,Home Office,Central,Technology,Phones,SKU-TEC-582,1,172.17,0.1,30.55,11.44
ORD-000850,2024-05-07,CUST-00720,Corporate,Central,Office Supplies,Labels,SKU-OFF-608,6,558.3,0.0,128.19,5.61
ORD-004930,2024-05-07,CUST-00418,Consumer,North,Furniture,Storage,SKU-FUR-813,3,125.24,0.1,4.79,34.96
ORD-004789,2024-05-08,CUST-00318,Consumer,Central,Office Supplies,Binders,SKU-OFF-580,1,92.17,0.0,22.08,27.77
ORD-002271,2024-05-08,CUST-00602,Home Office,West,Technology,Accessories,SKU-TEC-896,3,546.74,0.1,125.87,42.5
ORD-005811,2024-05-08,CUST-00850,Corporate,West,Office Supplies,Labels,SKU-OFF-780,7,287.92,0.3,33.76,43.53
ORD-005615,2024-05-08,CUST-00347,Consumer,South,Office Supplies,Art,SKU-OFF-478,2,462.71,0.0,113.5,40.83
ORD-004967,2024-05-08,CUST-00496,Corporate,Central,Office Supplies,Paper,SKU-OFF-528,7,178.45,0.0,31.18,9.3
ORD-000168,2024-05-08,CUST-00623,Consumer,Central,Furniture,Chairs,SKU-FUR-884,6,119.32,0.0,13.65,43.78
ORD-000138,2024-05-08,CUST-00505,Consumer,South,Office Supplies,Labels,SKU-OFF-407,7,379.65,0.2,-3.9,14.85
ORD-004467,2024-05-09,CUST-00675,Consumer,Central,Furniture,Tables,SKU-FUR-635,3,317.23,0.0,-26.46,15.73
ORD-004895,2024-05-09,CUST-01077,Home Office,South,Office Supplies,Paper,SKU-OFF-256,7,416.61,0.0,20.41,10.74
ORD-000088,2024-05-09,CUST-00902,Consumer,West,Office Supplies,Labels,SKU-OFF-424,7,365.6,0.0,58.06,19.02
ORD-001514,2024-05-09,CUST-00744,Consumer,East,Furniture,Tables,SKU-FUR-128,4,87.86,0.05,8.67,14.33
ORD-000081,2024-05-09,CUST-01016,Consumer,West,Technology,Printers,SKU-TEC-471,1,551.17,0.0,111.32,14.06
ORD-001120,2024-05-09,CUST-00999,Consumer,West,Technology,Printers,SKU-TEC-583,1,104.32,0.05,39.38,6.76
ORD-000843,2024-05-09,CUST-00827,Corporate,South,Technology,Laptops,SKU-TEC-301,2,210.41,0.0,57.61,32.3
ORD-005182,2024-05-09,CUST-01031,Home Office,South,Office Supplies,Binders,SKU-OFF-325,3,243.1,0.0,43.62,5.18
ORD-004922,2024-05-10,CUST-00698,Consumer,Central,Furniture,Chairs,SKU-FUR-195,2,94.36,0.05,18.41,35.1
ORD-001519,2024-05-10,CUST-00409,Consumer,South,Technology,Phones,SKU-TEC-561,3,567.26,0.0,62.37,28.13
ORD-002846,2024-05-10,CUST-00684,Consumer,East,Furniture,Storage,SKU-FUR-934,7,157.87,0.0,19.16,9.44
ORD-003595,2024-05-10,CUST-00579,Corporate,East,Office Supplies,Binders,SKU-OFF-138,4,192.2,0.3,-13.99,44.48
ORD-004598,2024-05-10,CUST-00771,Consumer,South,Furniture,Chairs,SKU-FUR-239,5,205.04,0.05,37.9,38.29
ORD-004769,2024-05-11,CUST-01169,Corporate,East,Furniture,Storage,SKU-FUR-245,6,131.55,0.0,14.8,20.81
ORD-001461,2024-05-11,CUST-01135,Corporate,West,Furniture,Bookcases,SKU-FUR-280,4,157.63,0.1,19.48,28.39
ORD-005579,2024-05-11,CUST-01116,Corporate,East,Office Supplies,Art,SKU-OFF-468,4,361.42,0.0,44.56,39.69
ORD-005040,2024-05-11,CUST-00558,Consumer,North,Furniture,Chairs,SKU-FUR-339,3,108.01,0.05,10.57,11.7
ORD-002635,2024-05-11,CUST-00517,Consumer,East,Technology,Laptops,SKU-TEC-218,4,329.51,0.0,85.73,13.47
ORD-005060,2024-05-11,CUST-00975,Consumer,West,Office Supplies,Art,SKU-OFF-389,2,124.55,0.1,19.33,39.17
ORD-000918,2024-05-11,CUST-00226,Consumer,East,Technology,Phones,SKU-TEC-100,6,423.6,0.15,32.29,7.98
ORD-004262,2024-05-11,CUST-00829,Consumer,Central,Technology,Laptops,SKU-TEC-415,7,660.96,0.2,82.18,34.68
ORD-000829,2024-05-12,CUST-00176,Home Office,Central,Technology,Laptops,SKU-TEC-190,7,214.78,0.15,41.74,24.41
ORD-004185,2024-05-12,CUST-00150,Consumer,Central,Technology,Printers,SKU-TEC-734,4,330.65,0.2,-4.65,21.56
ORD-002455,2024-05-12,CUST-01192,Consumer,East,Technology,Laptops,SKU-TEC-130,7,408.34,0.3,46.41,14.09
ORD-004780,2024-05-12,CUST-01031,Corporate,North,Technology,Laptops,SKU-TEC-224,7,189.18,0.0,27.57,44.85
ORD-000913,2024-05-12,CUST-00813,Home Office,North,Furniture,Chairs,SKU-FUR-799,7,574.81,0.0,73.62,22.07
ORD-000180,2024-05-12,CUST-00784,Home Office,South,Technology,Accessories,SKU-TEC-150,5,126.81,0.0,34.59,12.77
ORD-004538,2024-05-12,CUST-00491,Home Office,West,Office Supplies,Labels,SKU-OFF-137,7,452.45,0.1,10.03,24.68
ORD-004368,2024-05-12,CUST-00942,Consumer,West,Technology,Accessories,SKU-TEC-636,6,391.46,0.2,16.92,18.01
ORD-002784,2024-05-12,CUST-00335,Corporate,East,Office Supplies,Labels,SKU-OFF-601,1,145.41,0.05,44.95,24.94
ORD-000083,2024-05-13,CUST-01143,Consumer,Central,Technology,Laptops,SKU-TEC-956,2,627.31,0.05,109.1,26.73
ORD-004841,2024-05-13,CUST-00915,Corporate,Central,Office Supplies,Binders,SKU-OFF-582,7,62.77,0.05,4.08,9.68
ORD-003039,2024-05-13,CUST-00124,Home Office,West,Technology,Laptops,SKU-TEC-270,7,179.89,0.1,11.41,32.19
ORD-003924,2024-05-13,CUST-00176,Corporate,East,Office Supplies,Labels,SKU-OFF-905,1,173.22,0.1,14.97,4.4
ORD-004904,2024-05-13,CUST-00284,Corporate,Central,Furniture,Storage,SKU-FUR-738,3,152.98,0.05,56.11,15.82
ORD-002351,2024-05-13,CUST-01137,Home Office,Central,Office Supplies,Labels,SKU-OFF-303,7,231.26,0.0,31.4,40.54
ORD-002281,2024-05-13,CUST-01078,Corporate,Central,Office Supplies,Labels,SKU-OFF-463,3,367.15,0.1,39.24,37.33
ORD-000960,2024-05-14,CUST-01010,Consumer,East,Office Supplies,Labels,SKU-OFF-131,7,215.51,0.1,14.5,33.84
ORD-000539,2024-05-14,CUST-00090,Corporate,East,Office Supplies,Paper,SKU-OFF-133,2,206.37,0.0,58.12,22.91
ORD-000885,2024-05-14,CUST-00367,Corporate,East,Office Supplies,Art,SKU-OFF-860,7,150.36,0.2,10.41,6.51
ORD-002856,2024-05-14,CUST-01073,Home Office,South,Technology,Accessories,SKU-TEC-615,3,220.48,0.05,52.15,23.59
ORD-000762,2024-05-14,CUST-01161,Corporate,Central,Furniture,Bookcases,SKU-FUR-121,1,229.54,0.0,-3.1,23.39
ORD-003532,2024-05-14,CUST-00093,Corporate,South,Office Supplies,Binders,SKU-OFF-268,1,528.6,0.0,71.44,4.09
ORD-001744,2024-05-14,CUST-00414,Consumer,West,Technology,Phones,SKU-TEC-861,6,151.5,0.0,27.48,36.7
ORD-004633,2024-05-14,CUST-00806,Corporate,West,Technology,Printers,SKU-TEC-403,3,243.28,0.0,44.3,11.46
ORD-003654,2024-05-14,CUST-01106,Home Office,Central,Furniture,Tables,SKU-FUR-674,6,269.38,0.05,21.47,17.69
ORD-003616,2024-05-14,CUST-00820,Home Office,West,Furniture,Bookcases,SKU-FUR-435,2,136.04,0.0,21.37,17.19
ORD-000926,2024-05-15,CUST-00615,Corporate,East,Office Supplies,Labels,SKU-OFF-239,6,144.12,0.15,2.13,5.37
ORD-001199,2024-05-15,CUST-00946,Home Office,East,Technology,Phones,SKU-TEC-849,6,380.62,0.0,69.67,29.79
ORD-005247,2024-05-15,CUST-00519,Home Office,West,Office Supplies,Labels,SKU-OFF-687,6,420.84,0.0,56.21,13.61
ORD-005230,2024-05-15,CUST-01107,Corporate,North,Technology,Printers,SKU-TEC-624,7,319.22,0.2,47.3,22.58
ORD-001834,2024-05-15,CUST-01017,Consumer,West,Furniture,Tables,SKU-FUR-692,7,160.38,0.1,14.53,42.88
ORD-001821,2024-05-15,CUST-00701,Consumer,East,Office Supplies,Art,SKU-OFF-796,5,188.63,0.0,44.79,26.14
ORD-005336,2024-05-15,CUST-00698,Corporate,North,Office Supplies,Binders,SKU-OFF-294,1,229.53,0.0,64.53,32.02
ORD-001167,2024-05-15,CUST-00817,Consumer,Central,Furniture,Tables,SKU-FUR-845,6,182.93,0.2,-21.34,44.39
ORD-002105,2024-05-15,CUST-00178,Corporate,Central,Office Supplies,Paper,SKU-OFF-529,4,80.92,0.0,20.04,30.59
ORD-005995,2024-05-16,CUST-00399,Corporate,Central,Technology,Laptops,SKU-TEC-983,2,197.01,0.05,63.63,37.35
ORD-004103,2024-05-16,CUST-00031,Consumer,Central,Technology,Printers,SKU-TEC-432,5,255.46,0.05,46.02,31.6
ORD-000407,2024-05-16,CUST-00060,Consumer,South,Technology,Accessories,SKU-TEC-673,5,172.68,0.0,24.14,13.25
ORD-003900,2024-05-16,CUST-00255,Consumer,North,Office Supplies,Labels,SKU-OFF-496,4,138.3,0.0,26.5,22.07
ORD-004669,2024-05-17,CUST-00185,Consumer,North,Furniture,Bookcases,SKU-FUR-420,1,217.5,0.1,4.36,13.15
ORD-004718,2024-05-17,CUST-01109,Consumer,Central,Furniture,Chairs,SKU-FUR-709,7,530.02,0.0,21.03,44.62
ORD-000795,2024-05-17,CUST-00713,Consumer,Central,Technology,Laptops,SKU-TEC-427,3,327.33,0.0,90.04,37.97
ORD-000549,2024-05-17,CUST-01053,Consumer,North,Technology,Accessories,SKU-TEC-215,7,398.31,0.2,33.75,12.27
ORD-002344,2024-05-18,CUST-00583,Consumer,East,Technology,Phones,SKU-TEC-226,6,462.81,0.0,57.28,23.25
ORD-000089,2024-05-18,CUST-00777,Consumer,West,Office Supplies,Labels,SKU-OFF-466,4,228.21,0.1,41.69,9.16
ORD-004152,2024-05-18,CUST-00354,Corporate,Central,Furniture,Bookcases,SKU-FUR-429,3,551.7,0.15,70.83,5.06
ORD-000004,2024-05-18,CUST-00922,Corporate,Central,Furniture,Storage,SKU-FUR-856,3,227.63,0.0,49.89,15.82
ORD-003629,2024-05-18,CUST-00987,Consumer,North,Office Supplies,Binders,SKU-OFF-523,6,227.53,0.2,19.67,41.99
ORD-002751,2024-05-18,CUST-00090,Consumer,South,Furniture,Tables,SKU-FUR-987,3,239.61,0.1,34.0,12.76
ORD-000363,2024-05-19,CUST-01172,Corporate,East,Technology,Accessories,SKU-TEC-263,3,444.5,0.1,47.26,17.71
ORD-001197,2024-05-19,CUST-00847,Corporate,East,Furniture,Bookcases,SKU-FUR-862,7,147.24,0.1,3.94,27.88
ORD-004871,2024-05-19,CUST-00738,Home Office,West,Office Supplies,Labels,SKU-OFF-262,2,515.29,0.0,42.19,7.74
ORD-001567,2024-05-19,CUST-00863,Consumer,North,Office Supplies,Paper,SKU-OFF-404,1,280.46,0.15,25.05,34.71
ORD-002549,2024-05-19,CUST-01017,Consumer,North,Technology,Phones,SKU-TEC-296,6,415.6,0.15,67.76,35.74
ORD-005021,2024-05-19,CUST-00153,Home Office,North,Furniture,Bookcases,SKU-FUR-884,3,400.51,0.15,70.59,35.98
ORD-000743,2024-05-19,CUST-00384,Consumer,Central,Furniture,Tables,SKU-FUR-441,5,275.85,0.0,64.02,14.16
ORD-005466,2024-05-19,CUST-00356,Consumer,North,Office Supplies,Art,SKU-OFF-646,4,324.93,0.3,10.63,28.62
ORD-000096,2024-05-20,CUST-01127,Corporate,North,Furniture,Tables,SKU-FUR-324,2,277.78,0.1,68.68,40.28
ORD-004772,2024-05-20,CUST-00511,Corporate,West,Office Supplies,Binders,SKU-OFF-396,5,81.6,0.1,13.32,29.24
ORD-005864,2024-05-20,CUST-00894,Corporate,East,Technology,Accessories,SKU-TEC-329,5,368.61,0.15,85.77,9.91
ORD-003400,2024-05-20,CUST-00467,Consumer,East,Office Supplies,Art,SKU-OFF-449,5,219.43,0.0,9.54,44.89
ORD-001109,2024-05-20,CUST-00334,Consumer,North,Technology,Printers,SKU-TEC-661,6,371.8,0.2,66.02,15.08
ORD-005669,2024-05-20,CUST-00692,Consumer,West,Furniture,Tables,SKU-FUR-827,5,73.85,0.0,10.03,13.43
ORD-004616,2024-05-20,CUST-00805,Consumer,Central,Furniture,Storage,SKU-FUR-272,6,289.6,0.1,24.0,32.42
ORD-004246,2024-05-20,CUST-00388,Consumer,West,Furniture,Tables,SKU-FUR-589,2,240.05,0.0,41.82,6.46
ORD-004228,2024-05-20,CUST-01070,Corporate,South,Technology,Phones,SKU-TEC-134,5,488.11,0.05,112.15,9.19
ORD-001764,2024-05-20,CUST-00700,Home Office,Central,Office Supplies,Labels,SKU-OFF-779,5,205.25,0.0,42.54,42.06
ORD-000470,2024-05-20,CUST-00384,Corporate,Central,Technology,Accessories,SKU-TEC-516,1,576.16,0.0,163.43,25.25
ORD-001223,2024-05-20,CUST-00433,Home Office,West,Technology,Printers,SKU-TEC-296,3,336.99,0.3,24.11,12.27
ORD-005869,2024-05-21,CUST-00003,Consumer,East,Office Supplies,Binders,SKU-OFF-526,3,272.76,0.0,56.08,7.23
ORD-001361,2024-05-21,CUST-00157,Home Office,West,Office Supplies,Paper,SKU-OFF-952,1,116.51,0.2,21.91,25.85
ORD-004959,2024-05-21,CUST-00944,Corporate,South,Technology,Phones,SKU-TEC-898,5,404.23,0.05,73.75,37.77
ORD-001238,2024-05-21,CUST-00295,Consumer,Central,Furniture,Storage,SKU-FUR-841,5,122.79,0.0,40.1,19.53
ORD-000159,2024-05-22,CUST-00392,Corporate,South,Furniture,Bookcases,SKU-FUR-470,3,199.74,0.0,15.35,13.46
ORD-001583,2024-05-22,CUST-00601,Consumer,South,Office Supplies,Binders,SKU-OFF-717,3,179.93,0.1,26.2,8.2
ORD-005531,2024-05-22,CUST-00278,Home Office,West,Furniture,Storage,SKU-FUR-640,7,532.0,0.05,65.91,18.18
ORD-001232,2024-05-22,CUST-00495,Corporate,East,Technology,Printers,SKU-TEC-995,3,91.24,0.0,18.3,21.53
ORD-002517,2024-05-22,CUST-00013,Consumer,South,Office Supplies,Paper,SKU-OFF-830,7,351.29,0.05,102.53,36.53
